source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
reservoir,0.728,17.623,4.929,0.068,8,12.014,Monsoon,6.45,0.642,39,97.09,8.463,188.69,79.394
community_tank,39.283,25.281,6.2,0.469,2,240.467,Winter,9.566,27.946,10,145.43,10.34,487.33,90.454
rooftop_rainwater,9.579,22.078,8.973,0.6,3,68.854,Summer,7.269,9.415,8,19.57,0.91,136.24,31.062
rooftop_rainwater,2.027,23.678,7.292,0.958,11,32.36,Autumn,8.198,8.375,7,16.06,1.245,103.07,22.498
reservoir,11.365,28.452,9.002,0.699,3,40.84,Summer,7.403,18.469,2,122.78,7.213,240.03,15.265
spring,14.413,20.97,6.092,0.591,11,32.148,Autumn,7.985,37.456,16,129.79,4.222,235.73,49.201
reservoir,5.61,21.316,6.628,0.215,8,95.103,Monsoon,7.375,4.11,7,85.86,0.898,32.43,19.471
community_tank,19.778,20.019,7.322,0.152,11,44.799,Autumn,8.957,7.714,1,85.8,6.864,239.81,28.745
pond,1.634,23.838,6.708,0.607,2,17.086,Winter,8.549,14.726,2,87.53,10.561,303.07,18.73
open_catchment,3.269,19.931,4.909,0.223,8,45.207,Monsoon,7.235,13.056,4,37.73,8.402,199.94,32.495
river,0.982,20.183,7.85,0.707,7,25.667,Monsoon,7.596,3.747,25,130.85,4.724,346.73,32.577
community_tank,2.368,24.311,5.522,0.114,1,21.768,Winter,7.071,0.253,7,151.75,20.139,460.57,21.28
shallow_well,2.728,25.941,6.984,0.34,8,23.229,Monsoon,7.829,2.491,29,179.33,35.01,556.16,49.108
deep_borehole,24.966,22.267,3.804,0.773,11,27.49,Autumn,5.922,0.566,4,167.01,3.648,366.32,23.187
shallow_well,0.813,26.083,6.027,0.831,1,2.144,Winter,6.332,0.873,42,205.61,12.939,411.38,57.663
open_catchment,5.576,25.332,6.811,0.345,9,55.639,Monsoon,5.848,3.948,32,40.06,8.456,167.72,75.196
community_tank,7.601,26.62,7.842,0.207,1,62.663,Winter,7.357,18.019,13,123.31,6.834,300.3,34.873
shallow_well,22.896,21.878,5.147,0.958,5,11.522,Summer,6.935,4.155,15,130.61,40.571,544.22,36.01
shallow_well,60.732,30.952,5.663,0.761,8,7.037,Monsoon,8.778,3.571,1,233.25,15.184,550.43,18.642
reservoir,13.999,21.582,9.646,0.807,4,135.603,Summer,6.76,14.175,3,123.62,18.721,492.94,34.333
pond,35.333,23.124,9.948,0.223,6,274.254,Monsoon,7.712,11.596,3,102.0,6.923,102.4,67.749
pond,15.469,26.545,7.772,0.424,1,29.481,Winter,7.223,9.938,33,46.7,6.73,147.97,53.015
community_tank,33.023,25.353,8.919,0.068,3,98.327,Summer,7.873,14.536,6,113.11,5.246,147.92,34.926
open_catchment,12.285,27.541,6.408,0.109,12,27.546,Winter,7.75,6.184,10,60.51,6.298,272.74,37.796
rooftop_rainwater,0.831,24.07,7.98,0.221,5,39.348,Summer,6.087,0.209,4,8.21,0.363,10.0,27.13
canal,5.14,21.32,7.905,0.303,2,21.597,Winter,8.017,7.87,3,50.77,21.043,290.25,14.039
piped_protected,10.401,20.425,5.588,0.997,1,67.818,Winter,6.098,6.397,6,107.0,6.057,361.33,28.271
river,4.319,30.339,7.295,0.422,9,43.986,Monsoon,8.216,20.689,4,74.85,9.731,280.76,29.941
piped_protected,3.194,24.091,6.557,0.698,8,130.221,Monsoon,5.558,1.325,14,88.15,3.107,312.14,60.001
spring,8.613,24.498,7.552,0.904,3,23.221,Summer,7.913,21.269,10,137.23,2.132,233.38,23.776
pond,27.106,30.404,6.197,0.246,6,50.524,Monsoon,6.142,17.379,12,54.87,8.218,34.0,55.538
community_tank,0.356,23.524,4.818,0.145,8,71.258,Monsoon,6.027,5.695,8,111.91,3.05,304.21,43.668
piped_protected,14.663,25.073,7.026,0.243,6,50.832,Monsoon,7.259,13.825,24,121.57,1.289,263.29,38.187
open_catchment,12.828,21.902,8.246,0.882,8,45.304,Monsoon,5.725,10.47,1,74.18,19.287,331.99,37.665
river,33.229,21.063,8.246,0.666,3,137.032,Summer,9.522,3.351,14,69.51,0.104,89.51,57.209
piped_protected,26.695,30.669,4.336,0.451,12,11.681,Winter,7.623,32.807,3,68.31,2.608,198.5,30.445
river,14.365,30.711,7.274,0.82,4,57.943,Summer,13.862,2.945,10,97.54,9.304,237.02,82.724
deep_borehole,7.348,28.063,8.033,0.237,8,16.031,Monsoon,7.762,2.08,27,268.97,7.095,569.94,35.016
open_catchment,2.285,27.963,7.206,0.239,11,13.795,Autumn,5.711,7.384,4,73.45,10.386,248.87,34.766
canal,7.88,27.263,8.297,0.567,10,22.251,Autumn,8.743,19.021,34,61.68,8.029,150.16,66.043
reservoir,14.497,22.782,4.884,0.79,11,46.114,Autumn,7.105,3.503,2,94.44,4.372,233.69,2.293
shallow_well,22.602,25.872,5.282,0.26,10,51.539,Autumn,6.217,28.209,32,186.66,24.676,569.51,76.051
river,15.593,23.489,7.884,0.21,8,25.603,Monsoon,8.976,12.068,1,65.55,2.162,204.89,26.988
open_catchment,2.172,17.231,6.478,0.474,6,72.323,Monsoon,6.42,2.953,4,75.0,24.255,265.29,31.579
river,9.155,28.358,8.759,0.134,10,78.136,Autumn,7.737,10.955,12,102.99,5.928,131.85,39.483
river,4.037,26.664,7.46,0.748,6,198.457,Monsoon,8.5,3.706,19,63.67,3.517,170.91,62.637
rooftop_rainwater,0.092,21.048,5.657,0.577,9,21.505,Monsoon,9.08,3.165,2,24.09,0.126,10.0,20.901
rooftop_rainwater,2.234,23.919,5.581,0.513,8,15.412,Monsoon,7.052,2.331,28,19.33,0.484,63.33,44.652
reservoir,1.202,28.157,4.185,0.872,3,35.933,Summer,7.322,12.426,2,93.0,1.442,184.13,7.074
open_catchment,18.497,25.396,8.031,0.733,7,8.317,Monsoon,8.623,0.14,21,44.37,12.538,288.88,53.14
reservoir,2.991,19.904,6.825,0.149,12,292.393,Winter,7.366,42.784,22,102.19,1.048,220.79,100.0
rooftop_rainwater,3.351,21.36,8.374,0.42,9,23.398,Monsoon,7.136,0.381,14,27.29,0.307,95.31,25.253
spring,32.173,30.572,7.387,0.321,12,14.715,Winter,8.363,37.268,23,134.04,7.58,320.31,70.39
canal,4.766,25.198,7.172,0.802,10,34.566,Autumn,7.163,5.646,1,52.38,17.341,220.6,7.118
reservoir,0.096,28.176,8.223,0.719,11,35.347,Autumn,7.629,11.817,26,98.76,4.98,204.78,35.584
community_tank,3.339,30.515,6.853,0.472,3,40.738,Summer,7.761,9.709,7,112.69,6.79,292.6,13.354
reservoir,1.27,23.623,6.501,0.824,11,50.606,Autumn,7.117,5.148,4,60.61,4.862,183.86,14.493
open_catchment,1.085,26.056,7.0,0.41,9,12.489,Monsoon,4.94,5.232,1,47.03,14.297,212.77,41.719
open_catchment,0.807,19.1,8.263,0.804,5,45.542,Summer,7.671,2.03,9,40.46,13.38,262.46,28.841
spring,8.996,23.179,5.587,0.032,10,24.306,Autumn,8.332,5.759,1,89.98,3.7,220.8,27.315
pond,2.099,26.727,8.387,0.135,9,20.868,Monsoon,5.216,14.069,1,84.4,18.8,299.42,48.757
pond,4.482,24.424,7.095,0.756,1,79.821,Winter,7.876,12.545,6,115.92,2.54,190.46,19.875
rooftop_rainwater,19.806,26.356,6.424,0.114,4,6.821,Summer,6.268,26.991,1,5.0,1.365,13.98,48.941
community_tank,5.522,27.79,7.275,0.684,12,65.873,Winter,8.19,3.546,19,141.51,1.225,230.94,32.625
rooftop_rainwater,24.733,26.681,8.765,0.724,11,190.248,Autumn,7.934,2.467,1,18.34,1.124,44.64,33.558
deep_borehole,6.89,25.992,8.753,0.662,9,47.391,Monsoon,6.553,22.847,9,277.95,5.159,512.99,33.014
deep_borehole,5.089,25.573,7.588,0.818,12,238.087,Winter,6.941,23.026,8,235.29,5.68,311.59,62.823
shallow_well,13.879,23.295,7.939,0.512,12,66.654,Winter,6.402,18.254,9,199.37,1.455,330.76,34.235
deep_borehole,0.76,22.229,7.065,0.897,12,24.394,Winter,6.881,2.115,2,225.91,11.912,330.49,9.101
pond,0.937,29.067,6.123,0.569,9,14.819,Monsoon,7.366,32.01,22,103.92,6.721,204.44,53.253
canal,10.555,27.377,7.667,0.508,6,28.452,Monsoon,8.792,7.113,11,54.95,10.002,206.89,27.556
deep_borehole,6.674,22.633,6.327,0.509,10,36.824,Autumn,9.659,6.168,16,254.58,5.705,527.98,45.014
rooftop_rainwater,15.626,25.192,5.46,0.912,6,24.213,Monsoon,5.92,2.231,19,20.4,0.8,99.11,52.869
river,24.802,20.824,6.366,0.244,3,68.001,Summer,6.602,2.759,23,94.66,12.859,137.7,45.112
open_catchment,4.916,23.566,4.537,0.695,10,8.824,Autumn,8.909,1.432,13,41.35,13.172,277.23,43.037
canal,9.074,26.607,5.142,0.243,5,10.989,Summer,10.094,10.696,13,58.36,0.469,10.0,46.689
canal,6.945,25.781,10.044,0.092,8,39.728,Monsoon,5.685,6.666,2,69.73,5.765,137.94,46.607
reservoir,39.96,25.347,8.689,0.954,2,17.165,Winter,7.146,2.294,2,128.49,3.706,209.9,0.0
rooftop_rainwater,17.784,22.349,6.64,0.13,2,27.199,Winter,7.588,15.865,15,17.5,0.465,10.0,41.734
open_catchment,24.274,21.741,7.783,0.686,4,9.336,Summer,6.882,5.527,3,72.15,11.103,246.0,7.783
pond,2.935,27.85,5.574,0.425,9,23.594,Monsoon,8.323,15.772,9,76.96,22.755,387.79,30.733
canal,14.807,30.081,7.992,0.837,5,24.186,Summer,5.95,22.515,4,30.59,3.489,163.37,47.106
shallow_well,3.085,26.65,7.392,0.773,3,17.231,Summer,8.349,13.816,3,189.21,35.076,617.08,17.646
rooftop_rainwater,2.341,24.483,5.943,0.144,8,47.155,Monsoon,6.831,0.133,6,11.03,0.397,25.37,20.152
canal,28.872,28.675,6.515,0.468,12,11.409,Winter,7.412,4.667,2,79.18,10.988,133.99,4.272
community_tank,0.195,22.474,6.411,0.028,11,132.763,Autumn,6.52,0.363,19,100.9,1.466,104.74,65.258
reservoir,33.636,28.159,8.275,0.43,7,42.56,Monsoon,7.531,6.188,2,111.76,4.426,248.73,5.244
open_catchment,1.617,23.21,6.878,0.7,9,16.86,Monsoon,7.822,25.608,16,46.6,7.656,168.93,43.24
deep_borehole,17.117,23.357,4.633,0.232,10,1.941,Autumn,6.543,23.187,7,147.12,0.309,332.86,24.479
canal,3.229,24.002,6.327,0.81,6,227.277,Monsoon,8.78,2.483,3,62.02,1.516,27.89,57.051
rooftop_rainwater,4.319,24.696,5.826,0.053,2,54.842,Winter,6.833,15.772,5,19.13,0.913,17.37,30.767
deep_borehole,2.443,27.745,4.783,0.035,1,95.534,Winter,7.882,29.383,6,207.94,2.88,415.13,53.424
shallow_well,8.807,21.087,5.858,0.027,5,61.379,Summer,8.081,27.974,4,178.6,23.512,645.38,51.063
deep_borehole,4.279,23.187,3.762,0.28,12,78.589,Winter,7.801,22.815,17,221.07,6.207,477.13,41.159
community_tank,10.712,25.629,5.604,0.467,7,42.162,Monsoon,8.905,3.874,5,156.25,14.79,280.56,20.079
pond,0.158,26.673,7.294,0.107,7,47.104,Monsoon,8.142,51.404,7,104.63,10.216,179.83,80.453
canal,0.665,19.885,7.681,0.997,2,38.688,Winter,7.439,17.758,1,111.08,0.673,189.37,12.481
piped_protected,1.05,22.629,7.755,1.0,6,73.623,Monsoon,7.779,16.629,3,172.46,1.275,261.71,19.505
piped_protected,5.43,19.754,8.436,0.52,1,76.7,Winter,7.434,35.168,1,134.54,2.353,391.17,28.452
deep_borehole,16.863,22.902,8.781,0.568,12,47.217,Winter,7.561,5.897,24,294.4,7.764,679.63,33.564
spring,21.908,23.688,5.463,0.927,12,78.558,Winter,8.921,8.358,20,167.47,4.368,347.78,45.109
open_catchment,2.808,26.508,4.935,0.77,1,84.075,Winter,5.463,8.006,4,42.0,8.846,136.81,46.074
reservoir,8.542,18.127,7.064,0.168,2,18.337,Winter,7.081,1.731,7,111.87,0.516,225.31,22.441
piped_protected,14.626,26.96,7.82,0.792,5,17.697,Summer,7.214,4.767,4,64.06,3.117,123.94,9.67
spring,3.408,23.472,5.747,0.231,10,74.68,Autumn,7.059,17.035,15,132.95,2.507,215.94,34.942
piped_protected,5.26,23.977,7.397,0.43,10,16.458,Autumn,6.779,0.561,3,93.87,8.409,378.26,8.761
spring,7.423,27.914,9.734,0.533,2,49.326,Winter,8.281,8.684,17,162.49,3.627,292.98,37.217
open_catchment,1.449,29.035,4.996,0.717,10,12.661,Autumn,6.393,18.009,2,45.67,23.054,150.09,27.889
river,0.263,23.035,7.009,0.15,3,25.692,Summer,7.094,18.628,4,118.59,14.279,188.98,22.887
piped_protected,1.658,23.014,8.558,0.076,9,2.761,Monsoon,7.465,34.595,22,155.32,2.326,338.22,65.932
community_tank,9.858,23.937,6.703,0.866,5,17.938,Summer,6.235,11.506,4,143.21,2.926,277.67,10.669
canal,0.765,23.0,7.619,0.827,3,37.534,Summer,5.508,3.254,25,78.12,29.242,469.26,62.238
spring,2.103,20.695,8.365,0.523,5,15.249,Summer,6.848,20.632,2,112.75,1.982,137.42,16.986
canal,4.123,24.906,6.547,0.662,3,6.148,Summer,8.639,9.866,10,78.95,5.178,234.73,16.632
rooftop_rainwater,0.811,23.02,5.408,0.719,11,14.874,Autumn,7.472,23.555,4,23.78,3.16,10.0,18.581
rooftop_rainwater,2.128,25.294,6.849,0.477,5,23.722,Summer,8.697,3.489,4,37.19,0.279,36.66,15.868
reservoir,24.222,30.126,5.358,0.257,10,52.955,Autumn,6.608,0.101,18,87.44,8.258,246.7,30.413
open_catchment,0.195,24.683,6.174,0.481,6,30.673,Monsoon,6.402,4.613,9,54.4,9.107,227.25,28.827
spring,10.597,22.733,7.663,0.951,11,12.744,Autumn,6.132,2.828,3,213.25,10.083,381.67,14.657
shallow_well,4.852,24.183,7.272,0.838,12,94.073,Winter,7.531,17.693,30,166.57,16.66,535.93,57.394
rooftop_rainwater,11.167,25.386,8.497,0.466,9,180.058,Monsoon,8.684,9.759,6,19.73,1.072,81.74,54.806
open_catchment,8.884,24.504,7.348,0.226,2,15.504,Winter,7.108,6.554,22,50.81,39.794,516.41,46.038
rooftop_rainwater,2.53,23.312,5.83,0.89,3,192.327,Summer,7.797,1.122,25,8.4,0.948,10.0,59.55
rooftop_rainwater,18.787,20.03,5.505,0.638,6,24.719,Monsoon,7.914,3.361,6,25.87,0.705,10.0,10.856
shallow_well,6.772,26.901,7.942,0.405,2,50.913,Winter,7.988,36.901,6,276.2,11.271,582.52,42.718
piped_protected,17.29,22.32,7.36,0.112,8,117.939,Monsoon,5.04,3.232,9,125.76,2.507,294.95,67.906
deep_borehole,5.209,29.387,6.712,0.752,10,111.139,Autumn,7.488,12.14,11,182.4,12.052,305.33,29.243
reservoir,41.79,23.893,7.508,0.317,7,23.57,Monsoon,7.4,24.085,1,80.32,3.974,166.68,10.011
river,14.718,23.45,5.944,0.606,1,112.67,Winter,5.302,4.815,1,60.19,11.471,183.75,44.873
rooftop_rainwater,33.799,23.586,3.332,0.57,5,54.518,Summer,7.961,22.654,3,16.77,0.388,129.27,37.992
rooftop_rainwater,7.222,25.451,8.564,0.7,5,28.069,Summer,8.038,5.479,6,21.58,0.531,84.12,12.955
community_tank,6.419,22.401,7.973,0.538,1,15.939,Winter,7.137,11.99,11,31.27,12.709,234.47,25.251
river,14.084,22.974,6.87,0.63,6,26.568,Monsoon,5.93,4.633,3,90.59,0.056,178.64,23.118
shallow_well,21.227,26.867,5.652,0.082,2,66.977,Winter,5.376,12.015,4,113.57,31.991,567.4,59.656
canal,33.283,21.947,6.68,0.665,3,22.025,Summer,8.212,3.317,6,67.93,3.027,143.92,8.852
spring,3.924,26.645,4.405,0.194,5,42.108,Summer,6.763,23.154,4,75.43,2.819,145.08,31.025
rooftop_rainwater,16.03,27.482,7.172,0.392,12,19.358,Winter,8.368,9.172,5,12.43,0.042,10.0,19.212
deep_borehole,2.365,27.003,4.096,0.513,6,78.625,Monsoon,7.393,34.889,2,259.06,1.525,468.72,38.351
spring,7.887,25.701,7.16,0.687,11,13.818,Autumn,7.059,13.917,1,137.58,1.432,331.38,8.658
river,1.983,19.587,5.942,0.742,2,304.356,Winter,6.295,24.637,3,120.22,9.012,289.31,92.897
spring,4.268,21.368,6.779,0.705,4,40.722,Summer,6.912,26.582,4,145.39,2.101,234.46,24.965
piped_protected,26.789,20.934,5.291,0.095,3,16.736,Summer,8.071,10.461,16,121.06,0.376,313.63,45.978
rooftop_rainwater,1.579,23.865,9.262,0.387,1,19.378,Winter,8.215,17.638,14,13.62,1.096,99.33,39.61
spring,10.008,25.094,7.541,0.281,4,11.842,Summer,7.392,11.357,13,142.71,0.533,297.09,15.073
canal,8.988,21.427,5.967,0.398,6,89.784,Monsoon,8.026,0.321,33,52.83,15.414,139.32,58.432
canal,1.287,24.482,6.731,0.647,10,44.215,Autumn,8.204,17.731,6,45.34,8.259,236.17,34.437
rooftop_rainwater,3.945,27.053,9.409,0.193,7,44.352,Monsoon,8.222,70.623,2,28.3,0.214,10.0,97.913
pond,8.278,22.004,5.575,0.502,6,48.761,Monsoon,7.429,28.563,18,70.86,19.655,214.9,51.454
canal,2.072,22.545,5.332,0.885,12,15.871,Winter,7.066,0.757,9,89.72,5.859,188.96,8.1
spring,16.126,28.543,5.267,0.731,1,24.097,Winter,8.441,38.128,84,116.8,0.832,223.24,100.0
reservoir,35.812,22.218,5.978,0.725,5,5.428,Summer,8.203,3.14,5,106.88,4.849,237.18,13.016
open_catchment,2.418,26.027,9.243,0.849,5,222.691,Summer,7.226,0.785,21,36.07,13.05,170.0,75.416
canal,2.069,28.718,6.16,0.399,6,8.538,Monsoon,7.849,0.164,20,96.58,21.692,336.66,30.32
river,6.069,21.456,6.374,0.759,5,17.966,Summer,7.675,7.695,41,124.68,4.761,251.28,56.645
pond,13.774,21.68,7.302,0.059,9,26.051,Monsoon,7.496,5.009,42,87.64,11.508,180.93,77.041
spring,3.307,24.306,6.953,0.056,6,40.678,Monsoon,7.517,2.753,49,131.87,0.163,171.94,80.323
shallow_well,0.201,25.203,8.454,0.332,11,35.069,Autumn,6.626,1.266,25,224.09,16.121,656.6,42.317
community_tank,7.792,23.075,8.232,0.197,9,51.3,Monsoon,9.358,6.188,4,145.55,14.472,326.43,32.675
shallow_well,31.373,30.914,7.491,0.519,4,236.554,Summer,9.139,3.636,6,149.86,9.118,390.4,72.056
piped_protected,4.964,26.616,6.655,0.183,3,47.755,Summer,10.289,14.225,36,121.47,3.544,254.64,93.627
community_tank,5.45,22.587,8.44,0.976,6,11.16,Monsoon,8.078,6.621,6,145.1,7.668,290.69,5.178
piped_protected,34.706,20.902,5.819,0.851,1,149.438,Winter,8.763,8.369,26,97.57,7.526,300.03,69.853
community_tank,11.862,24.811,5.723,0.983,10,135.263,Autumn,7.139,20.367,15,127.36,8.362,358.69,41.705
community_tank,12.7,26.317,6.388,0.808,5,44.043,Summer,0.39,6.006,21,116.0,2.273,191.52,93.61
open_catchment,8.271,30.521,8.743,0.951,2,57.026,Winter,7.458,2.534,15,60.23,4.267,219.81,28.804
deep_borehole,36.734,25.227,5.745,0.368,6,16.368,Monsoon,7.998,4.89,5,207.03,5.347,433.5,11.68
river,11.675,24.271,6.099,0.498,3,90.059,Summer,7.569,15.928,4,37.3,9.801,154.72,26.986
shallow_well,22.541,22.07,7.261,0.24,9,13.873,Monsoon,6.726,1.759,13,89.85,0.802,181.65,25.428
canal,12.019,26.111,6.915,0.636,2,16.62,Winter,8.152,14.903,1,55.19,10.885,174.89,13.648
spring,13.285,28.05,6.431,0.788,1,65.25,Winter,8.544,18.161,3,100.2,5.947,223.71,23.133
pond,3.431,19.638,7.701,0.499,7,86.868,Monsoon,7.248,14.459,1,35.89,2.933,206.84,33.704
river,3.617,25.224,6.29,0.296,5,13.241,Summer,7.433,6.32,4,82.54,6.599,294.89,1.114
piped_protected,15.278,21.94,8.584,0.508,1,21.697,Winter,6.654,14.841,4,134.66,3.711,331.63,20.636
open_catchment,3.52,20.927,7.356,0.063,5,22.624,Summer,8.104,24.911,23,54.85,17.484,245.68,72.512
piped_protected,8.273,30.082,8.525,0.721,4,92.075,Summer,6.887,5.306,15,51.36,2.227,114.74,34.326
deep_borehole,2.868,27.662,5.814,0.452,1,22.451,Winter,7.817,4.382,12,224.78,2.765,451.24,17.616
pond,16.982,23.181,6.778,0.898,8,23.494,Monsoon,9.711,44.092,16,85.3,9.867,234.97,85.623
open_catchment,1.171,24.516,4.154,0.923,4,121.306,Summer,8.397,31.052,11,57.52,19.344,281.23,61.682
piped_protected,17.687,24.048,9.006,0.126,10,8.04,Autumn,7.786,4.405,4,101.55,5.203,157.81,16.884
deep_borehole,9.231,21.623,10.441,0.996,7,17.534,Monsoon,6.789,2.621,32,240.87,3.387,467.18,45.084
spring,2.069,23.378,6.568,0.97,6,2.973,Monsoon,6.819,7.703,2,127.77,1.947,291.23,7.515
spring,7.81,27.352,7.559,0.627,9,3.663,Monsoon,7.737,9.857,2,145.71,105.028,886.47,29.506
piped_protected,3.32,23.303,7.17,0.825,1,17.542,Winter,7.429,2.58,3,87.53,5.427,250.55,0.0
river,3.908,26.392,5.062,0.018,10,5.976,Autumn,6.052,0.347,20,76.82,6.421,313.65,60.745
pond,4.331,23.326,8.871,0.97,9,9.595,Monsoon,6.51,23.889,6,75.57,38.335,502.43,42.588
rooftop_rainwater,0.654,21.447,6.588,0.456,8,4.434,Monsoon,9.672,36.193,6,28.96,1.359,13.02,57.15
river,42.66,28.583,3.928,0.91,12,23.326,Winter,7.387,1.0,4,74.94,12.106,251.59,16.118
spring,0.32,18.609,5.926,0.385,11,62.15,Autumn,8.157,25.707,33,153.51,1.41,325.03,64.009
pond,10.862,30.355,4.908,0.788,5,30.361,Summer,6.402,8.176,15,57.22,6.765,216.06,46.123
deep_borehole,4.64,27.994,7.183,0.418,3,80.77,Summer,5.388,2.747,2,197.08,1.813,347.86,31.93
open_catchment,10.385,25.548,7.174,0.363,10,8.941,Autumn,10.194,6.835,5,54.89,8.304,151.83,42.121
reservoir,4.404,23.662,8.779,0.947,2,182.092,Winter,8.409,28.124,5,12.29,9.748,32.21,58.506
community_tank,11.201,23.896,9.745,0.699,9,29.123,Monsoon,8.925,1.824,3,126.8,0.198,242.08,14.97
piped_protected,13.065,25.607,9.867,0.84,3,9.605,Summer,6.999,1.453,2,105.54,1.926,150.81,2.471
reservoir,11.73,25.554,5.462,0.543,4,29.047,Summer,7.328,47.232,19,47.42,1.647,209.46,74.96
shallow_well,1.21,22.122,7.929,0.918,6,46.557,Monsoon,6.97,4.865,8,160.5,18.98,520.91,19.176
pond,10.697,25.203,8.195,0.74,5,70.706,Summer,7.367,27.657,5,123.36,0.448,294.12,29.217
canal,3.285,25.776,6.215,0.072,6,113.887,Monsoon,8.53,11.542,1,50.38,20.857,373.77,53.79
deep_borehole,0.292,24.098,7.431,0.767,2,35.409,Winter,6.909,3.85,3,172.75,5.258,537.76,6.857
rooftop_rainwater,5.359,31.718,7.599,0.019,5,30.067,Summer,7.324,4.894,13,31.52,1.488,10.0,40.372
community_tank,5.684,24.598,6.272,0.829,4,45.194,Summer,7.193,7.433,23,129.67,11.322,209.01,35.035
canal,6.296,19.71,8.923,0.332,1,112.673,Winter,8.077,2.268,23,88.82,8.337,367.22,58.022
rooftop_rainwater,12.202,21.969,7.353,0.598,4,15.62,Summer,6.584,17.328,4,14.16,2.332,10.0,20.83
shallow_well,3.694,27.111,6.742,0.749,11,13.954,Autumn,6.836,7.57,13,177.1,11.617,396.48,25.853
spring,3.787,22.833,5.165,0.637,2,29.272,Winter,8.744,30.804,2,173.97,2.882,368.9,34.314
river,0.625,22.019,8.727,0.672,7,97.349,Monsoon,9.208,34.619,4,63.91,3.37,199.02,62.947
piped_protected,11.61,29.186,7.112,0.893,7,19.095,Monsoon,8.865,34.29,8,131.08,2.417,260.24,51.948
open_catchment,8.389,25.509,7.117,0.374,5,66.665,Summer,7.412,14.67,15,72.73,29.055,328.32,37.477
rooftop_rainwater,4.299,23.196,5.731,0.547,12,48.64,Winter,9.489,9.05,25,23.23,0.845,76.76,58.508
community_tank,12.214,16.694,8.341,0.175,1,20.949,Winter,7.751,1.234,29,45.3,11.498,199.4,47.587
reservoir,7.708,26.861,5.298,0.468,1,17.831,Winter,6.838,19.721,2,119.63,6.693,293.92,11.809
pond,6.335,25.046,3.688,0.15,11,45.157,Autumn,7.404,1.306,6,90.68,37.465,336.91,32.436
spring,7.161,28.902,5.937,0.634,7,10.254,Monsoon,5.946,2.821,12,154.09,2.48,337.22,27.602
pond,10.116,21.716,7.521,0.324,10,123.146,Autumn,6.476,25.9,14,123.07,11.338,385.91,61.786
community_tank,10.788,23.88,7.508,0.859,1,144.397,Winter,7.187,26.911,8,121.28,2.451,373.66,45.209
pond,3.41,25.896,7.211,0.344,2,27.308,Winter,8.651,7.986,1,99.88,13.445,265.79,12.714
rooftop_rainwater,1.517,28.768,6.742,0.287,4,222.757,Summer,8.697,17.82,17,13.23,0.289,150.6,86.755
reservoir,1.704,25.775,7.238,0.491,5,40.822,Summer,7.545,3.481,20,94.81,1.891,244.34,18.709
deep_borehole,10.2,22.878,11.29,0.175,11,19.547,Autumn,6.835,31.779,23,204.06,6.504,418.83,56.315
pond,20.626,28.893,7.375,0.204,1,21.995,Winter,8.411,14.859,21,122.25,7.271,403.94,50.827
river,5.268,24.063,6.366,0.783,1,26.398,Winter,6.003,27.298,15,126.75,9.27,316.88,45.687
reservoir,1.858,25.54,6.843,0.497,3,19.007,Summer,6.727,6.964,6,66.21,4.26,10.0,12.562
shallow_well,14.131,27.252,6.689,0.206,1,14.269,Winter,6.415,0.572,2,173.38,2.034,318.66,9.712
open_catchment,17.867,29.69,7.104,0.032,3,94.713,Summer,7.867,69.78,2,40.51,21.292,297.92,100.0
rooftop_rainwater,21.251,26.107,5.633,0.466,5,26.24,Summer,9.033,20.106,13,14.34,0.9,73.72,42.793
canal,9.335,32.762,8.198,0.743,12,5.217,Winter,7.298,2.549,16,66.65,4.539,131.93,24.33
reservoir,19.713,24.731,7.445,0.351,3,367.701,Summer,7.582,14.307,11,69.75,3.627,108.29,90.699
community_tank,0.155,25.881,5.816,0.248,12,61.243,Winter,7.839,40.764,9,162.94,10.391,439.05,45.381
spring,1.134,23.144,8.53,0.396,10,5.265,Autumn,6.772,31.994,9,164.32,2.735,233.93,38.938
reservoir,0.971,25.968,4.146,0.959,8,7.797,Monsoon,7.888,39.381,1,29.82,2.68,77.99,40.529
rooftop_rainwater,12.469,25.891,10.229,0.423,5,6.39,Summer,9.587,1.63,4,21.14,0.777,89.42,26.454
deep_borehole,0.721,28.137,9.828,0.26,11,35.668,Autumn,8.544,26.954,2,245.86,11.199,487.4,23.859
spring,6.859,26.334,9.588,0.569,5,50.024,Summer,8.764,31.07,7,167.72,1.507,377.22,41.406
river,6.4,23.418,6.255,0.811,6,41.152,Monsoon,7.436,2.792,1,57.16,44.016,497.1,24.099
community_tank,3.721,25.769,7.361,0.022,12,19.633,Winter,6.119,17.211,5,133.46,9.183,267.3,39.372
spring,20.433,22.983,6.067,0.558,4,17.739,Summer,8.65,16.52,21,101.78,8.613,291.58,43.4
pond,1.869,26.648,7.646,0.836,5,37.835,Summer,8.35,16.336,2,61.76,4.028,194.04,15.158
rooftop_rainwater,4.346,23.323,7.028,0.216,6,17.396,Monsoon,6.626,11.902,9,29.83,1.798,130.87,31.477
shallow_well,14.88,20.806,6.31,0.922,12,33.465,Winter,6.542,3.807,4,111.53,8.511,345.69,17.308
